filename,split,channel,min,max,mean,std,rms
6.edf,train,EEG FFT8h,-0.001292,3.5e-05,-0.00024,0.000192,0.000307
6.edf,train,EEG FTT9h,-0.001244,-8e-06,-0.000231,0.000184,0.000296
6.edf,train,EEG FTT7h,-0.001278,-2.7e-05,-0.000232,0.00019,0.0003
6.edf,train,EEG FCC1h,-0.001258,-9.6e-05,-0.000227,0.000189,0.000295
6.edf,train,EEG FCC2h,-0.001305,-0.000115,-0.000249,0.000193,0.000315
6.edf,train,EEG FTT8h,-0.001313,-2.8e-05,-0.000234,0.000195,0.000305
6.edf,train,EEG FTT10h,-0.001408,-1.4e-05,-0.000251,0.000208,0.000327
6.edf,train,EEG TTP7h,-0.001382,-3.3e-05,-0.000241,0.000207,0.000318
6.edf,train,EEG CCP1h,-0.001328,-7e-05,-0.000212,0.000202,0.000293
6.edf,train,EEG CCP2h,-0.000873,0.000235,0.000106,0.00018,0.000209
6.edf,train,EEG TTP8h,-0.001097,0.000234,8.4e-05,0.000214,0.000229
6.edf,train,EEG TPP7h,-0.001376,4.3e-05,-0.000159,0.00022,0.000272
6.edf,train,EEG CPP1h,-0.001212,0.000222,4.5e-05,0.000231,0.000235
6.edf,train,EEG CPP2h,-0.000958,0.00023,7.8e-05,0.000189,0.000204
6.edf,train,EEG TPP8h,-0.001105,0.000254,6.2e-05,0.000211,0.00022
6.edf,train,EEG PPO9h,-0.001031,0.00028,8.5e-05,0.0002,0.000217
6.edf,train,EEG PPO5h,-0.000971,0.000274,9.1e-05,0.000192,0.000212
6.edf,train,EEG PPO6h,-0.001048,0.000255,7.1e-05,0.000202,0.000214
6.edf,train,EEG PPO10h,-0.000999,0.000297,8.8e-05,0.000195,0.000214
6.edf,train,EEG POO9h,-0.001063,0.000283,6.1e-05,0.0002,0.000209
6.edf,train,EEG POO3h,-0.000982,0.00028,7.4e-05,0.000191,0.000205
6.edf,train,EEG POO4h,-0.000947,0.000288,8.5e-05,0.000186,0.000204
6.edf,train,EEG POO10h,-0.001059,0.000301,6.5e-05,0.000201,0.000211
6.edf,train,EEG OI1h,-0.001072,0.00029,6.6e-05,0.000201,0.000212
6.edf,train,EEG OI2h,-0.001155,0.000284,5.6e-05,0.000219,0.000226
7.edf,train,EEG Fp1,-0.000457,0.0003,-1.5e-05,2.5e-05,2.9e-05
7.edf,train,EEG Fp2,-0.000196,0.00014,-3.5e-05,1.9e-05,4e-05
7.edf,train,EEG Fpz,-0.000314,0.000199,-1.6e-05,2.3e-05,2.8e-05
7.edf,train,EEG F7,-0.00099,0.000592,-2.3e-05,2.8e-05,3.7e-05
7.edf,train,EEG F3,-0.000393,0.000457,9e-06,1.7e-05,1.9e-05
7.edf,train,EEG Fz,-2.8e-05,0.000153,6.1e-05,9e-06,6.1e-05
7.edf,train,EEG F4,-0.000225,0.000211,-2.2e-05,1.4e-05,2.6e-05
7.edf,train,EEG F8,-0.000967,0.000551,-2.8e-05,3.3e-05,4.3e-05
7.edf,train,EEG FC5,-0.000527,0.000311,-1.1e-05,2e-05,2.3e-05
7.edf,train,EEG FC1,-0.000135,8e-05,-2.9e-05,6e-06,2.9e-05
7.edf,train,EEG FC2,-7e-06,0.00012,5e-05,6e-06,5e-05
7.edf,train,EEG FC6,-0.000617,0.000539,-3.4e-05,2.3e-05,4.1e-05
7.edf,train,EEG M1,-0.000169,6.3e-05,-2.5e-05,1.2e-05,2.8e-05
7.edf,train,EEG T7,-0.000263,0.000142,-1.5e-05,1.9e-05,2.4e-05
7.edf,train,EEG C3,-0.000171,0.00013,-3.2e-05,9e-06,3.4e-05
7.edf,train,EEG Cz,1.9e-05,2.7e-05,2.3e-05,1e-06,2.3e-05
7.edf,train,EEG C4,2.3e-05,0.00031,0.000159,9e-06,0.000159
7.edf,train,EEG T8,-1.8e-05,0.000318,0.000165,1.8e-05,0.000166
7.edf,train,EEG M2,-0.000147,0.0001,-5e-06,1.4e-05,1.5e-05
7.edf,train,EEG CP5,8.5e-05,0.000216,0.000153,8e-06,0.000153
7.edf,train,EEG CP1,0.000149,0.000205,0.000177,5e-06,0.000177
7.edf,train,EEG CP2,0.000153,0.000219,0.000186,5e-06,0.000186
7.edf,train,EEG CP6,7.5e-05,0.000207,0.00014,8e-06,0.00014
7.edf,train,EEG P7,7.5e-05,0.000211,0.00016,9e-06,0.00016
7.edf,train,EEG P3,0.000117,0.00021,0.000166,7e-06,0.000166
7.edf,train,EEG Pz,0.000108,0.000195,0.000157,6e-06,0.000157
7.edf,train,EEG P4,9.2e-05,0.000187,0.000142,7e-06,0.000142
7.edf,train,EEG P8,7.5e-05,0.000242,0.000156,1.1e-05,0.000156
7.edf,train,EEG POz,8.1e-05,0.000189,0.000138,8e-06,0.000138
7.edf,train,EEG O1,7.9e-05,0.000267,0.000181,1.2e-05,0.000181
7.edf,train,EEG Oz,8.2e-05,0.00022,0.000159,9e-06,0.000159
7.edf,train,EEG O2,8.5e-05,0.000234,0.000159,1.1e-05,0.000159
7.edf,train,EOG EOGh,-0.001999,0.002129,0.000253,0.000123,0.000282
7.edf,train,EOG EOGv,-0.000473,0.000297,-0.000118,3.7e-05,0.000123
7.edf,train,EMG EMG_RH,-0.000398,0.000839,0.000174,2e-05,0.000175
7.edf,train,EMG EMG_LH,-0.000393,0.000118,-0.000136,1.8e-05,0.000138
7.edf,train,EMG EMG_RF,-0.000883,0.000483,-0.000113,2.4e-05,0.000116
7.edf,train,EEG AF7,-0.00049,0.000815,-0.0,2.9e-05,2.9e-05
7.edf,train,EEG AF3,-0.000515,0.000283,3e-06,1.8e-05,1.8e-05
7.edf,train,EEG AF4,-0.000221,0.000202,-3e-06,1.8e-05,1.8e-05
7.edf,train,EEG AF8,-0.000292,0.000583,9.9e-05,2.7e-05,0.000103
7.edf,train,EEG F5,-0.000678,0.000533,-5.7e-05,2.3e-05,6.2e-05
7.edf,train,EEG F1,-0.000192,0.000139,-3.7e-05,1e-05,3.9e-05
7.edf,train,EEG F2,8e-06,0.000208,8.1e-05,1e-05,8.2e-05
7.edf,train,EEG F6,-0.00052,0.000596,-4.4e-05,2.5e-05,5.1e-05
7.edf,train,EEG FC3,-0.000303,0.000308,-3.8e-05,1.3e-05,4e-05
7.edf,train,EEG FCz,-5.9e-05,1.5e-05,-2.2e-05,5e-06,2.2e-05
7.edf,train,EEG FC4,-0.00016,0.000251,1.1e-05,1.2e-05,1.6e-05
7.edf,train,EEG C5,-0.000254,0.000116,-6.2e-05,1.2e-05,6.4e-05
7.edf,train,EEG C1,-7.9e-05,9e-06,-3.9e-05,3e-06,3.9e-05
7.edf,train,EEG C2,-9.8e-05,4e-06,-4.9e-05,4e-06,4.9e-05
7.edf,train,EEG C6,-0.000241,0.000178,-4.9e-05,1.5e-05,5.1e-05
7.edf,train,EEG CP3,-8.2e-05,2.4e-05,-3.5e-05,6e-06,3.5e-05
7.edf,train,EEG CPz,0.000195,0.000244,0.000221,4e-06,0.000221
7.edf,train,EEG CP4,0.00018,0.000206,0.000194,3e-06,0.000194
7.edf,train,EEG P5,-5.4e-05,5.6e-05,1.2e-05,8e-06,1.4e-05
7.edf,train,EEG P1,0.000151,0.000248,0.000209,6e-06,0.000209
7.edf,train,EEG P2,0.00018,0.000265,0.000224,6e-06,0.000224
7.edf,train,EEG P6,0.000119,0.000239,0.00018,8e-06,0.00018
7.edf,train,EEG PO5,0.000142,0.000268,0.000216,9e-06,0.000217
7.edf,train,EEG PO3,0.000159,0.00027,0.000221,8e-06,0.000221
7.edf,train,EEG PO4,0.000129,0.000246,0.000191,8e-06,0.000191
7.edf,train,EEG PO6,0.000121,0.000256,0.000194,9e-06,0.000194
7.edf,train,EEG FT7,-0.00024,0.000608,0.000213,2.3e-05,0.000214
7.edf,train,EEG FT8,-0.000178,0.000432,0.000192,2e-05,0.000193
7.edf,train,EEG TP7,0.000104,0.000298,0.000231,1e-05,0.000232
7.edf,train,EEG TP8,0.000124,0.000349,0.000228,1.1e-05,0.000228
7.edf,train,EEG PO7,0.000132,0.000271,0.000211,1e-05,0.000211
7.edf,train,EEG PO8,0.000118,0.000268,0.000198,1e-05,0.000199
7.edf,train,EEG FT9,-0.000138,0.000274,0.000108,1.4e-05,0.000109
7.edf,train,EEG FT10,-0.000105,0.000268,0.000113,1.3e-05,0.000113
7.edf,train,EEG TPP9h,-0.000196,4e-05,-3.2e-05,1e-05,3.4e-05
7.edf,train,EEG TPP10h,-0.000107,0.000187,0.00011,1.1e-05,0.000111
7.edf,train,EEG PO9,3e-05,0.000186,0.000118,1e-05,0.000119
7.edf,train,EEG PO10,-0.00015,7e-06,-7e-05,1.1e-05,7.1e-05
7.edf,train,EEG P9,-2.3e-05,0.000187,0.000105,1e-05,0.000106
7.edf,train,EEG P10,-9e-06,0.000177,9.7e-05,1.1e-05,9.8e-05
7.edf,train,EEG AFF1,-1.4e-05,0.000232,0.00011,1e-05,0.000111
7.edf,train,EEG AFz,-0.000168,4.7e-05,-5.4e-05,1.3e-05,5.6e-05
7.edf,train,EEG AFF2,-2.5e-05,0.000188,7.3e-05,1.1e-05,7.4e-05
7.edf,train,EEG FFC5h,-0.000718,0.000792,-5.5e-05,2.5e-05,6e-05
7.edf,train,EEG FFC3h,-0.000294,0.000213,-5.1e-05,1.1e-05,5.2e-05
7.edf,train,EEG FFC4h,-3.7e-05,0.000233,8.6e-05,1.2e-05,8.6e-05
7.edf,train,EEG FFC6h,-0.000374,0.000381,-6e-05,2e-05,6.3e-05
7.edf,train,EEG FCC5h,-0.000263,0.00054,9.1e-05,2.1e-05,9.4e-05
7.edf,train,EEG FCC3h,6.3e-05,0.000322,0.000185,7e-06,0.000185
7.edf,train,EEG FCC4h,5.7e-05,0.000287,0.000162,8e-06,0.000162
7.edf,train,EEG FCC6h,-0.000194,0.000419,7.5e-05,1.6e-05,7.6e-05
7.edf,train,EEG CCP5h,7.6e-05,0.000291,0.000171,8e-06,0.000171
7.edf,train,EEG CCP3h,0.000104,0.000234,0.000161,5e-06,0.000161
7.edf,train,EEG CCP4h,0.00011,0.000251,0.000181,6e-06,0.000181
7.edf,train,EEG CCP6h,8.1e-05,0.000363,0.000207,1e-05,0.000207
7.edf,train,EEG CPP5h,0.000128,0.000225,0.000183,8e-06,0.000183
7.edf,train,EEG CPP3h,0.000134,0.000215,0.000174,6e-06,0.000174
7.edf,train,EEG CPP4h,0.000141,0.000228,0.000186,6e-06,0.000186
7.edf,train,EEG CPP6h,0.0001,0.0002,0.000155,7e-06,0.000155
7.edf,train,EEG PPO1,0.000114,0.000207,0.000164,7e-06,0.000164
7.edf,train,EEG PPO2,0.000106,0.000225,0.000175,8e-06,0.000176
7.edf,train,EEG I1,0.000112,0.000279,0.000204,1.1e-05,0.000205
7.edf,train,EEG Iz,0.000101,0.000269,0.000185,1.1e-05,0.000186
7.edf,train,EEG I2,6.5e-05,0.000235,0.000152,1e-05,0.000152
7.edf,train,EEG AFp3h,-0.000394,5.6e-05,-0.000137,1.8e-05,0.000138
7.edf,train,EEG AFp4h,-0.000364,9e-06,-0.000152,1.7e-05,0.000153
7.edf,train,EEG AFF5h,-0.000724,0.000564,-0.000114,2.3e-05,0.000116
7.edf,train,EEG AFF6h,-0.000374,0.000251,-0.000108,1.9e-05,0.000109
7.edf,train,EEG FFT7h,-0.001321,0.000546,-0.000126,3.4e-05,0.000131
7.edf,train,EEG FFC1h,-0.000202,-5.5e-05,-0.000124,7e-06,0.000124
7.edf,train,EEG FFC2h,-0.000113,1.5e-05,-5.6e-05,7e-06,5.7e-05
7.edf,train,EEG FFT8h,-0.000795,0.000354,-0.000128,3e-05,0.000132
7.edf,train,EEG FTT9h,-0.000446,7.3e-05,-0.000123,1.6e-05,0.000124
7.edf,train,EEG FTT7h,-0.000774,0.000248,-0.000123,2.3e-05,0.000125
7.edf,train,EEG FCC1h,-0.000169,-7.4e-05,-0.000114,4e-06,0.000114
7.edf,train,EEG FCC2h,-0.000189,-0.000107,-0.000136,4e-06,0.000136
7.edf,train,EEG FTT8h,-0.000554,0.000182,-0.000119,2.7e-05,0.000122
7.edf,train,EEG FTT10h,-0.00039,3.3e-05,-0.000134,1.5e-05,0.000135
7.edf,train,EEG TTP7h,-0.000211,-3.2e-05,-0.000115,9e-06,0.000115
7.edf,train,EEG CCP1h,-0.000105,-7.5e-05,-9.1e-05,2e-06,9.1e-05
7.edf,train,EEG CCP2h,0.0002,0.000243,0.000222,3e-06,0.000222
7.edf,train,EEG TTP8h,4e-05,0.00033,0.000224,1.2e-05,0.000224
7.edf,train,EEG TPP7h,-9.9e-05,2.7e-05,-2.7e-05,8e-06,2.8e-05
7.edf,train,EEG CPP1h,0.000158,0.000219,0.000191,5e-06,0.000191
7.edf,train,EEG CPP2h,0.000154,0.00023,0.000199,6e-06,0.000199
7.edf,train,EEG TPP8h,0.000121,0.000281,0.000192,9e-06,0.000193
7.edf,train,EEG PPO9h,9.2e-05,0.000295,0.000218,1e-05,0.000219
7.edf,train,EEG PPO5h,0.000148,0.000254,0.000207,8e-06,0.000207
7.edf,train,EEG PPO6h,0.000128,0.000245,0.000188,8e-06,0.000189
7.edf,train,EEG PPO10h,5.6e-05,0.000279,0.000209,1e-05,0.000209
7.edf,train,EEG POO9h,6.8e-05,0.000246,0.000177,1.1e-05,0.000178
7.edf,train,EEG POO3h,0.000128,0.000253,0.000198,9e-06,0.000198
7.edf,train,EEG POO4h,0.000137,0.000267,0.000205,9e-06,0.000206
7.edf,train,EEG POO10h,0.00011,0.000265,0.000187,1e-05,0.000187
7.edf,train,EEG OI1h,0.000114,0.00026,0.000189,1.1e-05,0.000189
7.edf,train,EEG OI2h,0.000108,0.00026,0.00019,1e-05,0.00019
8.edf,train,EEG Fp1,-0.000396,0.001897,-1.7e-05,8.3e-05,8.4e-05
8.edf,train,EEG Fp2,-0.000342,0.000446,-3.3e-05,6.3e-05,7.1e-05
8.edf,train,EEG Fpz,-0.000394,0.000597,-1.5e-05,8e-05,8.2e-05
8.edf,train,EEG F7,-0.000382,0.000364,-1.9e-05,2.4e-05,3e-05
8.edf,train,EEG F3,-0.000224,0.000233,8e-06,1.4e-05,1.6e-05
8.edf,train,EEG Fz,-5.4e-05,0.000208,6e-05,2.1e-05,6.4e-05
8.edf,train,EEG F4,-0.00019,0.000143,-1.7e-05,1.9e-05,2.6e-05
8.edf,train,EEG F8,-0.000214,0.000263,-2.3e-05,2.1e-05,3.1e-05
8.edf,train,EEG FC5,-0.000293,0.000241,-1.5e-05,1.3e-05,2e-05
8.edf,train,EEG FC1,-0.000121,9.1e-05,-2.4e-05,9e-06,2.6e-05
8.edf,train,EEG FC2,-3.9e-05,0.000114,5e-05,8e-06,5e-05
8.edf,train,EEG FC6,-0.000702,0.000668,-2.7e-05,1.4e-05,3e-05
8.edf,train,EEG M1,-0.000224,7.5e-05,-2.5e-05,1.6e-05,3e-05
8.edf,train,EEG T7,-0.000486,0.000194,-1.7e-05,1.6e-05,2.3e-05
8.edf,train,EEG C3,-0.000284,0.000409,-2.6e-05,1e-05,2.8e-05
8.edf,train,EEG Cz,1.6e-05,2.5e-05,2.1e-05,1e-06,2.1e-05
8.edf,train,EEG C4,-7e-06,0.000347,0.000158,8e-06,0.000159
8.edf,train,EEG T8,-0.000393,0.000382,0.000167,1.5e-05,0.000168
8.edf,train,EEG M2,-0.00015,0.000113,-0.0,1.8e-05,1.8e-05
8.edf,train,EEG CP5,-0.00018,0.000649,0.000155,1.2e-05,0.000156
8.edf,train,EEG CP1,9.6e-05,0.000266,0.000169,8e-06,0.000169
8.edf,train,EEG CP2,0.000128,0.000238,0.000184,7e-06,0.000184
8.edf,train,EEG CP6,-0.000149,0.000498,0.000146,1.2e-05,0.000146
8.edf,train,EEG P7,2.7e-05,0.000269,0.00016,1.5e-05,0.000161
8.edf,train,EEG P3,7e-05,0.000268,0.000169,1.3e-05,0.000169
8.edf,train,EEG Pz,8.9e-05,0.000214,0.000156,1e-05,0.000156
8.edf,train,EEG P4,4.9e-05,0.000216,0.000143,1.3e-05,0.000143
8.edf,train,EEG P8,4e-05,0.000284,0.000156,1.6e-05,0.000156
8.edf,train,EEG POz,4.3e-05,0.000225,0.00014,1.4e-05,0.00014
8.edf,train,EEG O1,7.2e-05,0.000304,0.000174,1.6e-05,0.000175
8.edf,train,EEG Oz,5.9e-05,0.000256,0.000161,1.5e-05,0.000162
8.edf,train,EEG O2,5e-05,0.000248,0.000159,1.5e-05,0.00016
8.edf,train,EOG EOGh,-0.001965,0.006931,0.000156,0.000238,0.000285
8.edf,train,EOG EOGv,-0.000677,0.00061,-0.000123,0.000103,0.000161
8.edf,train,EMG EMG_RH,-0.00037,0.000774,0.000172,2.4e-05,0.000173
8.edf,train,EMG EMG_LH,-0.000409,0.000231,-0.000128,1.6e-05,0.000129
8.edf,train,EMG EMG_RF,-0.000377,0.000119,-0.00012,2e-05,0.000121
8.edf,train,EEG AF7,-0.000436,0.001666,-3e-06,6.4e-05,6.4e-05
8.edf,train,EEG AF3,-0.000212,0.000286,1e-05,3.8e-05,4e-05
8.edf,train,EEG AF4,-0.000171,0.000231,-4e-06,3.4e-05,3.4e-05
8.edf,train,EEG AF8,-0.00017,0.002191,9.4e-05,5.5e-05,0.000109
8.edf,train,EEG F5,-0.000382,0.000294,-5.6e-05,2.8e-05,6.2e-05
8.edf,train,EEG F1,-0.00014,9.4e-05,-3.6e-05,1.9e-05,4.1e-05
8.edf,train,EEG F2,-1.5e-05,0.000233,8.5e-05,1.9e-05,8.7e-05
8.edf,train,EEG F6,-0.000316,0.000255,-3.6e-05,2.1e-05,4.2e-05
8.edf,train,EEG FC3,-0.0003,0.000206,-3.8e-05,1.3e-05,4e-05
8.edf,train,EEG FCz,-6.9e-05,3.5e-05,-2.1e-05,8e-06,2.3e-05
8.edf,train,EEG FC4,-0.000213,0.000219,8e-06,1e-05,1.3e-05
8.edf,train,EEG C5,-0.00057,0.000557,-5.8e-05,1.3e-05,5.9e-05
8.edf,train,EEG C1,-0.000121,9.3e-05,-4e-05,5e-06,4.1e-05
8.edf,train,EEG C2,-0.000118,2e-05,-4.2e-05,4e-06,4.2e-05
8.edf,train,EEG C6,-0.000481,0.000463,-4.6e-05,1.3e-05,4.8e-05
8.edf,train,EEG CP3,-0.000198,0.000221,-3.6e-05,1e-05,3.7e-05
8.edf,train,EEG CPz,0.000177,0.000246,0.000214,7e-06,0.000214
8.edf,train,EEG CP4,0.000174,0.000208,0.000193,4e-06,0.000193
8.edf,train,EEG P5,-0.000131,0.0002,1.3e-05,1.3e-05,1.8e-05
8.edf,train,EEG P1,0.000147,0.000281,0.000216,1.1e-05,0.000216
8.edf,train,EEG P2,0.000153,0.000288,0.000228,1e-05,0.000228
8.edf,train,EEG P6,9.3e-05,0.000312,0.000189,1.3e-05,0.00019
8.edf,train,EEG PO5,0.000113,0.000302,0.000214,1.5e-05,0.000215
8.edf,train,EEG PO3,0.000133,0.000318,0.000225,1.5e-05,0.000226
8.edf,train,EEG PO4,8.3e-05,0.000267,0.000185,1.5e-05,0.000186
8.edf,train,EEG PO6,0.000106,0.000275,0.0002,1.3e-05,0.000201
8.edf,train,EEG FT7,-0.000146,0.00049,0.000214,1.7e-05,0.000214
8.edf,train,EEG FT8,-0.000153,0.000464,0.000195,1.5e-05,0.000195
8.edf,train,EEG TP7,4.3e-05,0.000379,0.000229,1.5e-05,0.000229
8.edf,train,EEG TP8,-0.000179,0.000478,0.000229,1.4e-05,0.000229
8.edf,train,EEG PO7,0.000113,0.000302,0.000214,1.5e-05,0.000215
8.edf,train,EEG PO8,7.9e-05,0.000296,0.000198,1.6e-05,0.000199
8.edf,train,EEG FT9,-0.000186,0.000747,0.000109,1.6e-05,0.00011
8.edf,train,EEG FT10,-0.000146,0.000348,0.000115,1.5e-05,0.000116
8.edf,train,EEG TPP9h,-0.000213,8.4e-05,-3.9e-05,1.6e-05,4.2e-05
8.edf,train,EEG TPP10h,-2.5e-05,0.000196,0.00011,1.6e-05,0.000111
8.edf,train,EEG PO9,1.4e-05,0.000233,0.00012,1.7e-05,0.000121
8.edf,train,EEG PO10,-0.000178,3.6e-05,-6.2e-05,1.6e-05,6.4e-05
8.edf,train,EEG P9,-1.3e-05,0.000191,0.000104,1.6e-05,0.000105
8.edf,train,EEG P10,-3.2e-05,0.000189,0.000103,1.5e-05,0.000104
8.edf,train,EEG AFF1,-3.5e-05,0.000316,0.000114,2.9e-05,0.000117
8.edf,train,EEG AFz,-0.000239,0.000217,-5.2e-05,3.8e-05,6.4e-05
8.edf,train,EEG AFF2,-6.6e-05,0.000276,8.2e-05,2.8e-05,8.6e-05
8.edf,train,EEG FFC5h,-0.000304,0.000181,-5.4e-05,1.3e-05,5.6e-05
8.edf,train,EEG FFC3h,-0.000272,0.000172,-5.1e-05,1.4e-05,5.2e-05
8.edf,train,EEG FFC4h,-5.8e-05,0.000218,9.5e-05,1.3e-05,9.6e-05
8.edf,train,EEG FFC6h,-0.000341,0.000239,-5.4e-05,2e-05,5.7e-05
8.edf,train,EEG FCC5h,-0.000186,0.00036,9.6e-05,1.3e-05,9.7e-05
8.edf,train,EEG FCC3h,-6.7e-05,0.000423,0.000187,1.3e-05,0.000187
8.edf,train,EEG FCC4h,2.4e-05,0.000308,0.000171,7e-06,0.000171
8.edf,train,EEG FCC6h,-0.000268,0.00051,7.8e-05,1.1e-05,7.9e-05
8.edf,train,EEG CCP5h,-0.000206,0.000768,0.000175,1.1e-05,0.000175
8.edf,train,EEG CCP3h,3.5e-05,0.000378,0.000164,8e-06,0.000164
8.edf,train,EEG CCP4h,8.5e-05,0.000288,0.000182,7e-06,0.000182
8.edf,train,EEG CCP6h,-4.8e-05,0.000466,0.000208,1e-05,0.000208
8.edf,train,EEG CPP5h,4.2e-05,0.000377,0.000188,1.3e-05,0.000189
8.edf,train,EEG CPP3h,6.9e-05,0.000305,0.000175,1.1e-05,0.000175
8.edf,train,EEG CPP4h,0.000116,0.000261,0.000183,9e-06,0.000184
8.edf,train,EEG CPP6h,4.1e-05,0.000295,0.000153,1.1e-05,0.000153
8.edf,train,EEG PPO1,8.5e-05,0.000238,0.000168,1.3e-05,0.000169
8.edf,train,EEG PPO2,9.8e-05,0.00025,0.000181,1.2e-05,0.000182
8.edf,train,EEG I1,7e-05,0.000425,0.000199,1.8e-05,0.0002
8.edf,train,EEG Iz,4.3e-05,0.000276,0.000177,1.7e-05,0.000178
8.edf,train,EEG I2,4.3e-05,0.000259,0.000161,1.6e-05,0.000162
8.edf,train,EEG AFp3h,-0.000379,0.000238,-0.000128,5.3e-05,0.000139
8.edf,train,EEG AFp4h,-0.000375,0.000207,-0.00014,5e-05,0.000149
8.edf,train,EEG AFF5h,-0.000326,0.00016,-0.000112,3.3e-05,0.000116
8.edf,train,EEG AFF6h,-0.000287,8.8e-05,-0.000106,2.8e-05,0.00011
8.edf,train,EEG FFT7h,-0.000481,0.000152,-0.000124,1.6e-05,0.000125
8.edf,train,EEG FFC1h,-0.000225,6e-06,-0.000123,1.8e-05,0.000124
8.edf,train,EEG FFC2h,-0.000123,4.7e-05,-5.3e-05,1.4e-05,5.5e-05
8.edf,train,EEG FFT8h,-0.000511,0.000297,-0.000125,1.8e-05,0.000127
8.edf,train,EEG FTT9h,-0.000476,0.000155,-0.000119,1.6e-05,0.00012
8.edf,train,EEG FTT7h,-0.000887,0.000148,-0.00012,1.6e-05,0.000121
8.edf,train,EEG FCC1h,-0.000151,-5.4e-05,-0.00011,6e-06,0.000111
8.edf,train,EEG FCC2h,-0.000178,-9.8e-05,-0.000131,4e-06,0.000131
8.edf,train,EEG FTT8h,-0.000462,0.000179,-0.000116,1.4e-05,0.000117
8.edf,train,EEG FTT10h,-0.000442,9.4e-05,-0.000127,1.5e-05,0.000128
8.edf,train,EEG TTP7h,-0.000508,0.000227,-0.000113,1.3e-05,0.000113
8.edf,train,EEG CCP1h,-0.000126,-3.9e-05,-8.9e-05,4e-06,8.9e-05
8.edf,train,EEG CCP2h,0.000176,0.000249,0.000225,5e-06,0.000226
8.edf,train,EEG TTP8h,-0.000145,0.000521,0.000225,1.3e-05,0.000225
8.edf,train,EEG TPP7h,-0.000161,9e-05,-2.6e-05,1.5e-05,3e-05
8.edf,train,EEG CPP1h,0.00014,0.000235,0.00019,9e-06,0.00019
8.edf,train,EEG CPP2h,0.00014,0.000245,0.000198,1e-05,0.000199
8.edf,train,EEG TPP8h,-5e-06,0.000443,0.000194,1.3e-05,0.000195
8.edf,train,EEG PPO9h,0.000101,0.000301,0.000208,1.7e-05,0.000208
8.edf,train,EEG PPO5h,0.000108,0.000296,0.000209,1.5e-05,0.00021
8.edf,train,EEG PPO6h,0.000103,0.000271,0.000196,1.3e-05,0.000197
8.edf,train,EEG PPO10h,9.3e-05,0.000334,0.000207,1.6e-05,0.000208
8.edf,train,EEG POO9h,5.4e-05,0.000405,0.000184,1.7e-05,0.000185
8.edf,train,EEG POO3h,9.5e-05,0.000287,0.000193,1.5e-05,0.000194
8.edf,train,EEG POO4h,9.5e-05,0.000287,0.000204,1.5e-05,0.000204
8.edf,train,EEG POO10h,6.9e-05,0.000286,0.000188,1.6e-05,0.000188
8.edf,train,EEG OI1h,5.9e-05,0.000296,0.000189,1.7e-05,0.00019
8.edf,train,EEG OI2h,8.6e-05,0.00028,0.000193,1.5e-05,0.000194
9.edf,train,EEG Fp1,-8.6e-05,0.000214,-1.5e-05,1.8e-05,2.4e-05
9.edf,train,EEG Fp2,-9.6e-05,0.000205,-2.7e-05,1.7e-05,3.2e-05
9.edf,train,EEG Fpz,-9.5e-05,0.000228,-2e-05,1.8e-05,2.7e-05
9.edf,train,EEG F7,-0.000393,0.000184,-1.7e-05,1e-05,2e-05
9.edf,train,EEG F3,-6.9e-05,0.00011,7e-06,9e-06,1.1e-05
9.edf,train,EEG Fz,3e-06,0.000132,5.9e-05,8e-06,6e-05
9.edf,train,EEG F4,-5.3e-05,1.9e-05,-2.2e-05,6e-06,2.3e-05
9.edf,train,EEG F8,-0.000112,5.4e-05,-2.3e-05,1.1e-05,2.5e-05
9.edf,train,EEG FC5,-0.000281,0.00011,-1.6e-05,1e-05,1.8e-05
9.edf,train,EEG FC1,-6.4e-05,2.1e-05,-2.8e-05,6e-06,2.9e-05
9.edf,train,EEG FC2,5e-06,8.8e-05,4.7e-05,7e-06,4.7e-05
9.edf,train,EEG FC6,-0.000136,6.8e-05,-2.6e-05,1e-05,2.7e-05
9.edf,train,EEG M1,-0.0001,0.000224,-2.3e-05,1.2e-05,2.6e-05
9.edf,train,EEG T7,-0.000453,0.000229,-1.9e-05,1.1e-05,2.2e-05
9.edf,train,EEG C3,-0.000169,0.000168,-2.8e-05,7e-06,2.9e-05
9.edf,train,EEG Cz,8e-06,2.1e-05,1.5e-05,2e-06,1.5e-05
9.edf,train,EEG C4,0.000122,0.000206,0.000164,7e-06,0.000164
9.edf,train,EEG T8,4e-05,0.000277,0.000175,1.2e-05,0.000176
9.edf,train,EEG M2,-0.000106,0.000129,-6e-06,1.3e-05,1.5e-05
9.edf,train,EEG CP5,0.000108,0.000239,0.000158,9e-06,0.000159
9.edf,train,EEG CP1,0.000132,0.000243,0.000164,6e-06,0.000164
9.edf,train,EEG CP2,0.000164,0.000234,0.000189,7e-06,0.000189
9.edf,train,EEG CP6,9.9e-05,0.00021,0.000147,9e-06,0.000147
9.edf,train,EEG P7,1.6e-05,0.000265,0.000168,1.2e-05,0.000168
9.edf,train,EEG P3,0.000129,0.000236,0.000171,8e-06,0.000171
9.edf,train,EEG Pz,0.000128,0.000198,0.000158,7e-06,0.000158
9.edf,train,EEG P4,0.000107,0.000196,0.000149,9e-06,0.000149
9.edf,train,EEG P8,0.000109,0.000218,0.00016,1.1e-05,0.00016
